,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2007-06-29,3312,1625000,29230400,17.7,18.25,17.5,18.0,0.5,440
1,2007-07-02,3312,788000,14167650,18.1,18.4,17.75,17.75,-0.25,197
2,2007-07-03,3312,549000,9722800,17.95,18.1,17.5,17.8,0.05,187
3,2007-07-04,3312,655000,11545100,18.0,18.0,17.25,17.75,-0.05,192
4,2007-07-05,3312,308000,5405100,17.6,17.85,17.45,17.55,-0.2,115
5,2007-07-06,3312,465000,8144250,17.55,17.7,17.3,17.7,0.15,131
6,2007-07-09,3312,675000,11935050,17.8,17.95,17.5,17.5,-0.2,190
7,2007-07-10,3312,369000,6440500,17.7,17.7,17.3,17.5,0.0,112
8,2007-07-11,3312,584000,10151300,17.35,17.65,17.1,17.1,-0.4,158
9,2007-07-12,3312,697000,11899650,17.3,17.3,16.95,16.95,-0.15,225
10,2007-07-13,3312,408000,7044750,17.25,17.45,17.1,17.1,0.15,141
11,2007-07-16,3312,643000,11229050,17.2,17.6,17.2,17.4,0.3,200
12,2007-07-17,3312,325000,5677600,17.8,17.8,17.25,17.4,0.0,129
13,2007-07-18,3312,416000,7134400,17.4,17.4,17.0,17.0,-0.4,123
14,2007-07-19,3312,1324000,23184750,17.4,17.9,17.05,17.8,0.8,300
15,2007-07-20,3312,757000,13362150,17.9,18.1,17.4,17.6,-0.2,186
16,2007-07-23,3312,240000,4195550,17.6,17.6,17.4,17.4,-0.2,81
17,2007-07-24,3312,495000,8708200,17.4,17.9,17.4,17.45,0.05,159
18,2007-07-25,3312,369000,6429000,17.75,17.75,17.3,17.5,0.05,124
19,2007-07-26,3312,586000,10125800,17.5,17.65,16.65,16.65,-0.85,169
20,2007-07-27,3312,671000,10931550,16.15,16.5,16.0,16.5,-0.15,189
21,2007-07-30,3312,871000,14271300,15.9,16.75,15.1,16.75,0.0,170
22,2007-07-31,3312,501000,8247100,16.65,16.7,16.2,16.65,-0.1,183
23,2007-08-01,3312,410000,6746450,16.35,16.95,16.0,16.8,0.15,115
24,2007-08-02,3312,340000,5527550,16.7,16.7,15.85,15.85,-0.95,120
25,2007-08-03,3312,238000,3822000,16.0,16.2,15.95,16.2,0.35,71
26,2007-08-06,3312,232000,3679100,15.6,16.2,15.6,16.2,0.0,69
27,2007-08-07,3312,84000,1342650,16.05,16.35,15.85,15.95,-0.25,32
28,2007-08-08,3312,194000,3110100,15.85,16.2,15.85,16.2,0.25,62
29,2007-08-09,3312,168000,2693050,16.0,16.3,16.0,16.1,-0.1,64
30,2007-08-10,3312,248000,3957850,15.95,16.05,15.85,16.05,-0.05,70
31,2007-08-13,3312,1034000,17730700,17.15,17.15,17.0,17.15,1.1,260
32,2007-08-14,3312,493000,8410400,17.3,17.3,16.55,17.15,0.0,193
33,2007-08-15,3312,315000,5128000,16.95,16.95,16.0,16.2,-0.95,114
34,2007-08-16,3312,444000,6975000,16.1,16.1,15.45,16.0,-0.2,125
35,2007-08-17,3312,787000,12516700,16.4,16.4,15.5,16.2,0.2,159
36,2007-08-20,3312,1730000,29925400,17.3,17.3,17.25,17.3,1.1,247
37,2007-08-21,3312,3373000,59532250,17.3,18.2,17.2,17.75,0.45,886
