,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2000-03-24,9902,2511386,48447357,19.6,19.7,19.1,19.3,-0.4,555
1,2000-03-27,9902,4740759,92552566,19.3,19.8,19.1,19.4,0.1,703
2,2000-03-28,9902,4835246,97003525,19.8,20.4,19.8,20.1,0.7,1251
3,2000-03-29,9902,4045875,83773356,20.5,21.1,20.1,20.3,0.2,1045
4,2000-03-30,9902,2749453,56103348,20.7,20.8,19.9,20.0,-0.3,809
5,2000-03-31,9902,2575552,52240469,20.0,20.6,20.0,20.4,0.4,655
6,2000-04-01,9902,5359878,113752806,20.8,21.8,20.8,21.8,1.4,1326
7,2000-04-05,9902,6487000,145399500,22.5,22.9,21.8,21.8,0.0,1336
8,2000-04-06,9902,5974747,132740184,22.2,22.7,21.8,22.0,0.2,1301
9,2000-04-07,9902,2782995,61445653,22.5,22.5,21.3,21.8,-0.2,759
10,2000-04-08,9902,14149500,325351632,22.5,23.3,22.3,23.2,1.4,2066
11,2000-04-10,9902,8562000,200347800,23.4,23.9,23.0,23.6,0.4,1529
12,2000-04-11,9902,7189083,170276794,23.8,24.0,23.2,23.2,-0.4,1388
13,2000-04-12,9902,6688208,154910378,23.4,23.5,22.4,22.4,-0.8,1045
14,2000-04-13,9902,6125938,141704800,23.3,23.4,22.8,23.3,0.9,1431
15,2000-04-14,9902,12417894,299594899,24.0,24.6,23.6,23.7,0.4,2393
16,2000-04-15,9902,2665342,59407653,22.1,23.0,22.1,22.1,-1.6,628
17,2000-04-17,9902,3922000,82964500,21.9,22.3,20.6,22.0,-0.1,987
18,2000-04-18,9902,4484005,99349497,22.1,22.6,21.3,22.3,0.3,984
19,2000-04-19,9902,1880696,41112349,22.6,22.6,21.5,21.5,-0.8,471
20,2000-04-20,9902,3974878,81385039,21.0,21.4,20.0,20.0,-1.5,987
21,2000-04-21,9902,3421720,65421723,18.7,19.9,18.7,19.2,-0.8,937
22,2000-04-24,9902,2157354,39409157,19.0,19.0,17.9,17.9,-1.3,616
23,2000-04-25,9902,1292994,22571399,17.5,17.8,17.1,17.7,-0.2,437
24,2000-04-26,9902,1858941,31485285,17.9,17.9,16.5,16.5,-1.2,506
25,2000-04-27,9902,1307187,20621177,16.0,16.8,15.4,15.4,-1.1,385
26,2000-04-28,9902,2304536,34498029,14.8,16.0,14.35,16.0,0.6,617
27,2000-04-29,9902,1034761,15967732,16.0,16.0,15.1,15.7,-0.3,303
28,2000-05-02,9902,830000,12273450,14.7,15.4,14.65,14.65,-1.05,292
29,2000-05-03,9902,950675,13064166,14.1,14.2,13.65,13.65,-1.0,276
30,2000-05-04,9902,1428134,19608044,12.9,14.3,12.9,13.9,0.25,406
31,2000-05-05,9902,1519545,21679982,14.0,14.7,14.0,14.7,0.8,454
32,2000-05-06,9902,750683,10885681,14.9,14.9,14.25,14.7,0.0,226
33,2000-05-08,9902,769000,11454250,14.7,15.1,14.5,14.8,0.1,270
34,2000-05-09,9902,537772,7878575,14.8,15.0,14.45,14.8,0.0,181
35,2000-05-10,9902,632525,9392161,14.9,15.1,14.6,15.1,0.3,219
36,2000-05-11,9902,424278,6281443,15.1,15.1,14.6,14.9,-0.2,172
37,2000-05-12,9902,733793,11062415,14.9,15.3,14.8,15.0,0.1,237
38,2000-05-15,9902,1261675,19380787,15.0,15.7,14.65,15.5,0.5,412
39,2000-05-16,9902,638345,9734835,15.5,15.6,15.0,15.6,0.1,223
40,2000-05-17,9902,1681111,26108334,15.4,15.9,15.0,15.8,0.2,583
41,2000-05-18,9902,1017640,15413660,15.7,15.7,15.0,15.0,-0.8,378
42,2000-05-19,9902,2017671,28460003,14.0,14.45,13.95,14.1,-0.9,670
43,2000-05-20,9902,793509,10884097,13.5,14.05,13.5,13.5,-0.6,312
44,2000-05-22,9902,1060000,14223000,13.5,13.7,13.2,13.3,-0.2,240
45,2000-05-23,9902,1261836,16011794,13.0,13.05,12.5,12.6,-0.7,353
46,2000-05-24,9902,833874,10119898,12.6,12.6,12.0,12.3,-0.3,219
47,2000-05-25,9902,1685769,19794353,12.3,12.45,11.5,11.5,-0.8,511
48,2000-05-26,9902,1329368,14864739,11.0,11.3,11.0,11.15,-0.35,325
49,2000-05-29,9902,1824315,21281097,11.4,11.9,11.2,11.9,0.75,428
50,2000-05-30,9902,1455874,18295464,12.5,12.7,12.2,12.7,0.8,333
51,2000-05-31,9902,2467107,32705224,13.55,13.55,12.95,13.05,0.35,603
52,2000-06-01,9902,724064,9112656,13.0,13.0,12.5,12.6,-0.45,229
53,2000-06-02,9902,598090,7559341,12.7,13.0,12.5,12.6,0.0,226
54,2000-06-03,9902,672907,8294642,12.6,12.6,12.2,12.3,-0.3,209
55,2000-06-05,9902,316000,3886700,12.2,12.5,12.1,12.45,0.15,117
56,2000-06-07,9902,384151,4741169,12.35,12.55,12.15,12.55,0.1,127
57,2000-06-08,9902,214576,2647486,12.35,12.45,12.2,12.3,-0.25,88
58,2000-06-09,9902,301097,3635939,12.3,12.3,11.9,11.9,-0.4,135
59,2000-06-12,9902,375399,4370702,11.6,12.0,11.5,11.5,-0.4,129
60,2000-06-13,9902,512893,6100219,12.0,12.0,11.7,11.9,0.4,176
61,2000-06-14,9902,494379,5959623,11.95,12.3,11.95,12.2,0.3,161
62,2000-06-15,9902,338000,4046950,12.2,12.2,11.8,12.0,-0.2,129
63,2000-06-16,9902,289000,3428800,12.0,12.0,11.6,12.0,0.0,107
64,2000-06-17,9902,505101,6071393,11.7,12.1,11.7,12.05,0.05,151
65,2000-06-19,9902,164000,1957400,12.2,12.2,11.8,11.9,-0.15,68
66,2000-06-20,9902,225354,2650734,11.9,11.9,11.6,11.8,-0.1,97
67,2000-06-21,9902,135277,1575878,11.7,11.8,11.6,11.65,-0.15,67
68,2000-06-22,9902,239248,2782100,11.65,11.8,11.5,11.7,0.05,102
69,2000-06-23,9902,236109,2733284,11.6,11.7,11.5,11.6,-0.1,97
70,2000-06-26,9902,223176,2561558,11.45,11.6,11.4,11.4,-0.2,100
71,2000-06-27,9902,257298,2918094,11.45,11.5,11.2,11.3,-0.1,108
72,2000-06-28,9902,496687,5458210,11.3,11.35,10.8,10.8,-0.5,175
73,2000-06-29,9902,611585,6412232,10.8,11.0,10.3,10.3,-0.5,162
74,2000-06-30,9902,417687,4300773,10.4,10.5,10.0,10.35,0.05,148
75,2000-07-03,9902,786007,8339299,10.3,10.9,10.3,10.7,0.35,250
76,2000-07-04,9902,513343,5359876,10.5,10.65,10.2,10.2,-0.5,157
77,2000-07-05,9902,537981,5446547,10.0,10.35,10.0,10.35,0.15,144
78,2000-07-06,9902,344500,3492244,10.45,10.45,10.0,10.0,-0.35,131
79,2000-07-07,9902,319671,3209625,10.0,10.2,10.0,10.05,0.05,125
80,2000-07-10,9902,416000,4167800,10.2,10.2,9.9,9.9,-0.15,156
81,2000-07-11,9902,642437,6265452,9.95,10.0,9.5,9.6,-0.3,168
82,2000-07-12,9902,1187840,10776019,9.55,9.55,8.95,8.95,-0.65,259
83,2000-07-13,9902,807746,7022684,8.7,8.8,8.5,8.7,-0.25,240
84,2000-07-14,9902,835074,7636790,8.9,9.3,8.8,9.3,0.6,223
85,2000-07-15,9902,782226,7281986,9.45,9.5,9.1,9.25,-0.05,206
86,2000-07-17,9902,445000,4268800,9.3,9.8,9.3,9.5,0.25,156
87,2000-07-18,9902,324128,3057306,9.5,9.8,9.2,9.2,-0.3,118
88,2000-07-19,9902,147057,1347821,9.2,9.4,9.0,9.15,-0.05,65
89,2000-07-20,9902,175294,1609522,9.15,9.35,9.1,9.2,0.05,79
90,2000-07-21,9902,176800,1634468,9.3,9.35,9.2,9.3,0.1,61
91,2000-07-24,9902,387009,3557431,9.3,9.3,9.1,9.25,-0.05,69
92,2000-07-25,9902,221500,2021549,9.1,9.25,9.0,9.0,-0.25,54
93,2000-07-26,9902,155174,1381154,9.0,9.1,8.65,9.0,0.0,67
94,2000-07-27,9902,301000,2594450,8.8,8.9,8.5,8.5,-0.5,90
95,2000-07-28,9902,451909,3871027,8.5,9.0,8.15,9.0,0.5,127
96,2000-07-29,9902,411918,3742865,8.6,9.4,8.6,9.1,0.1,156
97,2000-07-31,9902,241000,2209850,9.2,9.4,9.0,9.2,0.1,95
98,2000-08-01,9902,247667,2260051,9.2,9.25,9.0,9.1,-0.1,98
99,2000-08-02,9902,169553,1519353,9.05,9.1,8.8,9.0,-0.1,74
100,2000-08-03,9902,162000,1443850,9.0,9.1,8.75,9.1,0.1,61
101,2000-08-04,9902,520001,4849559,9.2,9.6,8.95,9.25,0.15,206
