,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
0,2009-04-27,6024,3243000,153851550,54.5,54.5,44.2,44.7,17.2,1610
1,2009-04-28,6024,2316000,101329400,45.0,46.3,40.55,41.05,-3.65,1150
2,2009-04-29,6024,1765000,71011850,41.6,42.4,39.25,40.1,-0.95,820
3,2009-04-30,6024,2477000,109652200,42.1,46.0,42.1,45.1,5.0,1305
4,2009-05-04,6024,3908000,178935200,46.0,46.7,44.45,45.8,0.7,1673
5,2009-05-05,6024,2502000,109053800,45.5,45.6,42.6,42.6,-3.2,1070
6,2009-05-06,6024,1694000,71569000,41.7,43.4,41.0,42.3,-0.3,843
7,2009-05-07,6024,1884000,82459700,43.4,44.5,42.95,43.8,1.5,989
8,2009-05-08,6024,1001000,43009050,44.0,44.0,42.4,42.8,-1.0,526
9,2009-05-11,6024,1008000,42607450,42.8,42.8,42.0,42.1,-0.7,472
10,2009-05-12,6024,772000,31558800,42.0,42.0,40.4,40.5,-1.6,423
11,2009-05-13,6024,446000,18227650,40.5,41.3,40.5,40.7,0.2,262
12,2009-05-14,6024,926000,37128200,40.55,40.6,39.7,39.8,-0.9,462
13,2009-05-15,6024,862000,35193000,40.6,41.15,40.5,40.8,1.0,399
14,2009-05-18,6024,690000,27819850,40.8,40.9,40.0,40.0,-0.8,381
15,2009-05-19,6024,1442000,58241550,40.6,41.0,39.6,40.1,0.1,514
16,2009-05-20,6024,492000,19522550,40.1,40.2,39.4,39.55,-0.55,295
17,2009-05-21,6024,561000,22109600,40.0,40.0,39.1,39.3,-0.25,319
18,2009-05-22,6024,527000,20442100,39.0,39.1,38.5,38.9,-0.4,314
19,2009-05-25,6024,397000,15503900,38.9,39.9,38.75,38.75,-0.15,237
20,2009-05-26,6024,417000,16247200,38.75,39.25,38.7,38.9,0.15,242
21,2009-05-27,6024,940000,37361950,39.1,40.3,39.0,40.2,1.3,441
22,2009-06-01,6024,799000,32069600,40.6,40.6,39.6,40.0,-0.2,360
23,2009-06-02,6024,590000,23581400,40.2,40.4,39.6,39.65,-0.35,298
24,2009-06-03,6024,243000,9538650,39.6,39.6,39.1,39.25,-0.4,154
25,2009-06-04,6024,282000,11048000,39.2,39.5,39.0,39.15,-0.1,166
26,2009-06-05,6024,252000,9866650,39.2,39.4,39.0,39.05,-0.1,122
27,2009-06-08,6024,698000,26682650,39.05,39.05,37.5,37.5,-1.55,375
28,2009-06-09,6024,843000,30103500,37.4,37.4,34.9,34.9,-2.6,406
29,2009-06-10,6024,324000,11278500,35.35,35.35,34.3,34.8,-0.1,181
